original,lemma,article,plural,case_usage,pos,source,context
anspricht,anspricht,,ansprichte,,NOUN,trans.pdf,als auch Fachinteressierte anspricht beschreibt die gesellschaftlichen
Anspruch,anspruch,der,Anspruche,,NOUN,trans.pdf,die Internationalisierung der Anspruch e erworben die
anspruchsvoll,anspruchsvoll,,anspruchsvolle,dativ,NOUN,trans.pdf,Werkstatt lauschen versiert anspruchsvoll der Schreibstil e
Ansprüche,ansprüche,die,Ansprüchen,dativ,NOUN,trans.pdf,abzunehmen und die Ansprüche an den jeweiligen
Ansprüchen,ansprüchen,,Ansprüchene,dativ,NOUN,trans.pdf,den zukunfts orientierten Ansprüchen der modernen Informationsgesellschaft
anstatt,anstatt,,anstatte,"dativ, genitiv",NOUN,trans.pdf,Werbung oder Anzeige anstatt englischsprachiger Ausdrücke wie
Anstieg,anstieg,der,Anstiege,,NOUN,trans.pdf,DaF Werkstatt der Anstieg die Einkommensungleichheit en
anstreben,anstreben,,anstrebene,,NOUN,trans.pdf,zweisprachige Erziehung mehr anstreben Meisel Wenn ein
anstrebt,anstrebt,,anstrebte,,NOUN,trans.pdf,einen veganen Lebensstil anstrebt der verzichtet auf
anstrengen,anstrengen,,anstrengene,akkusativ,NOUN,trans.pdf,ein bisschen mehr anstrengen als die andere
Anstrengung,anstrengung,die,Anstrengungen,,NOUN,trans.pdf,Mischung en die Anstrengung en die Frustration
Anteil,anteil,der,Anteile,akkusativ,NOUN,trans.pdf,Regulierung en der Anteil e der Tabakkonsument
Anthropologe,anthropologe,der,Anthropologen,,NOUN,trans.pdf,das Liegen der Anthropologe n die Anthropologin
Anthropologin,anthropologin,die,Anthropologine,,NOUN,trans.pdf,Anthropologe n die Anthropologin nen der Mythos
anti,anti,,antie,,NOUN,trans.pdf,Gesellschaft die vielleicht anti quierten Geschlechterrollen neu
antiautoritärer,antiautoritärer,,antiautoritärern,dativ,NOUN,trans.pdf,sie im Zuge antiautoritärer Erziehung ihrer Freiheit
antik,antik,,antike,,NOUN,trans.pdf,Betrachtungsweise n inspiriert antik die Stoa der
Antike,antike,die,Antiken,,NOUN,trans.pdf,Stamm e die Antike FaD galrevlaizepS sixarP
antiseptisch,antiseptisch,,antiseptische,akkusativ,NOUN,trans.pdf,und manche sind antiseptisch Anders als Bäume
antreiben,antreiben,,antreibene,,NOUN,trans.pdf,Erderwärmung immer weiter antreiben bauen physikali sche
antreibt,antreibt,,antreibte,dativ,NOUN,trans.pdf,die uns Zukunftsforscher antreibt ist die Neugier
antriebs,antriebs,,antriebse,,NOUN,trans.pdf,Patientinnen die extrem antriebs und ziellos sind
Antriebskraft,antriebskraft,die,Antriebskrafte,dativ,NOUN,trans.pdf,werden beseitigt die Antriebskraft und Motivation gesteigert
antriebslosen,antriebslosen,den,antriebslosene,dativ,NOUN,trans.pdf,es bei den antriebslosen Mädchen oft der
Antriebslosig,antriebslosig,der,Antriebslosige,dativ,NOUN,trans.pdf,zentrale Phänomen der Antriebslosig keit herauskristallisiert Den
Antriebslosigkeit,antriebslosigkeit,die,Antriebslosigkeiten,akkusativ,NOUN,trans.pdf,sollen für die Antriebslosigkeit ihrer Töchter verantwortlich
Antwort,antwort,,Antworte,akkusativ,NOUN,trans.pdf,immer eine passende Antwort Braucht man für
antworten,antworten,,antwortene,,NOUN,trans.pdf,Epigrammatisch könnte ich antworten Eine Stadt ist
anwenden,anwenden,,anwendene,,NOUN,trans.pdf,Sprache hören und anwenden können das ist
Anwender,anwender,der,Anwendern,,NOUN,trans.pdf,Misstrauen verfolgen der Anwender die Anwenderin nen
Anwenderin,anwenderin,die,Anwenderine,,NOUN,trans.pdf,der Anwender die Anwenderin nen anschließend anhaltend
anwesend,anwesend,,anwesende,,NOUN,trans.pdf,die Testperson en anwesend angewiesen sein ignorieren
Anzahl,anzahl,die,Anzahle,dativ,NOUN,trans.pdf,naher Zukunft die Anzahl der Hörenden verdoppeln
Anzeichen,anzeichen,das,Anzeichene,,NOUN,trans.pdf,Berufsstatusgruppe n das Anzeichen belastet sein bleibend
anziehen,anziehen,,anziehene,,NOUN,trans.pdf,der ganzen Welt anziehen Am bekanntesten ist
anzueignen,anzueignen,,anzueignene,dativ,NOUN,trans.pdf,enor mes Wissen anzueignen dann erwarten die
anzugehen,anzugehen,,anzugehene,dativ,NOUN,trans.pdf,Mut das Leben anzugehen Moderator Das Phänomen
anzupassen,anzupassen,,anzupassene,"akkusativ, dativ",NOUN,trans.pdf,sich an Zeitpläne anzupassen die eigentlich für
anzusammeln,anzusammeln,,anzusammelne,dativ,NOUN,trans.pdf,keinen Anreiz Dinge anzusammeln Es gab also
apathisch,apathisch,,apathische,,NOUN,trans.pdf,Dahinbrüten gestattet sein apathisch die Teilnahmslosigkeit das
Apfel,apfel,ein,Apfeln,,NOUN,trans.pdf,als ihm ein Apfel auf den Kopf
App,app,die,Appe,,NOUN,trans.pdf,Weltkonzern e die App s die Applikation
appellieren,appellieren,,appellierene,dativ,NOUN,trans.pdf,Snackriegel die Lebensmittelwirtschaft appellieren an AKK das
Applikation,applikation,die,Applikatione,,NOUN,trans.pdf,App s die Applikation en die Optimierung
apropos,apropos,,apropose,dativ,NOUN,trans.pdf,Hilflosigkeit online-süchtig achselzuckend apropos die Diagnose n
Arbeit,arbeit,,Arbeite,dativ,NOUN,trans.pdf,Kiara versucht verzweifelt Arbeit zu finden doch
arbeiten,arbeiten,,arbeitene,dativ,NOUN,trans.pdf,e erfrischt weiter arbeiten der Schläfchenliebhaber die
arbeitende,arbeitende,,arbeitenden,dativ,NOUN,trans.pdf,pervers dass Mit arbeitende erwarten von ihren
arbeiteten,arbeiteten,,arbeitetene,dativ,NOUN,trans.pdf,unsere Vorfahren weniger arbeiteten aber glück licher
Arbeitgeber,arbeitgeber,der,Arbeitgebern,dativ,NOUN,trans.pdf,Jahrtausend e der Arbeitgeber der Planet en
Arbeitgebermarkt,arbeitgebermarkt,der,Arbeitgebermarkte,dativ,NOUN,trans.pdf,gekommen sind Der Arbeitgebermarkt ist ein knallharter
Arbeitgebers,arbeitgebers,des,Arbeitgeberse,"akkusativ, dativ",NOUN,trans.pdf,Fürsorge seitens des Arbeitgebers sind nach wie
Arbeitnehmer,arbeitnehmer,der,Arbeitnehmern,dativ,NOUN,trans.pdf,fachlich spezialisiert der Arbeitnehmer die Arbeitnehmerin nen
Arbeitnehmerin,arbeitnehmerin,die,Arbeitnehmerine,dativ,NOUN,trans.pdf,der Arbeitnehmer die Arbeitnehmerin nen sich an
Arbeitsanforderung,arbeitsanforderung,die,Arbeitsanforderungen,dativ,NOUN,trans.pdf,n bedenken die Arbeitsanforderung en der Assistent
Arbeitsbedingungen,arbeitsbedingungen,die,Arbeitsbedingungene,dativ,NOUN,trans.pdf,en unfair die Arbeitsbedingungen Pl der Zahnschmerz
Arbeitsbelastung,arbeitsbelastung,die,Arbeitsbelastungen,dativ,NOUN,trans.pdf,Fehlzeit en die Arbeitsbelastung en der Berufsstatus
Arbeitsfluss,arbeitsfluss,der,Arbeitsflusse,dativ,NOUN,trans.pdf,DaF Werkstatt der Arbeitsfluss die Scan-Mission en
Arbeitsgedächtnis,arbeitsgedächtnis,,Arbeitsgedächtnisse,dativ,NOUN,trans.pdf,vielen Alltagssituationen als Arbeitsgedächtnis hier werden weitergeleitete
Arbeitskräftepotenzial,arbeitskräftepotenzial,das,Arbeitskräftepotenziale,"akkusativ, dativ",NOUN,trans.pdf,Fachkräftemangel befürchten das Arbeitskräftepotenzial e aktivieren die
Arbeitsmarkt,arbeitsmarkt,der,Arbeitsmarkte,dativ,NOUN,trans.pdf,Erledigung entlasten der Arbeitsmarkt e das Berufsprinzip
Arbeitsmediziner,arbeitsmediziner,der,Arbeitsmedizinern,dativ,NOUN,trans.pdf,Nine-to-five-Job s der Arbeitsmediziner die Arbeitsmedizinerin nen
Arbeitsmedizinerin,arbeitsmedizinerin,die,Arbeitsmedizinerine,dativ,NOUN,trans.pdf,der Arbeitsmediziner die Arbeitsmedizinerin nen das Arbeitszeitmodell
Arbeitsplatzes,arbeitsplatzes,des,Arbeitsplatzese,dativ,NOUN,trans.pdf,häufige Wechsel des Arbeitsplatzes ist eher eine
arbeitsscheu,arbeitsscheu,,arbeitsscheue,dativ,NOUN,trans.pdf,die Personalerin nen arbeitsscheu selbstbezogen sinnend die
Arbeitsstress,arbeitsstress,der,Arbeitsstresse,dativ,NOUN,trans.pdf,sich mehren der Arbeitsstress an tun aus
Arbeitsverhältnis,arbeitsverhältnis,das,Arbeitsverhältnisse,dativ,NOUN,trans.pdf,en etabliert das Arbeitsverhältnis se sorgenlos die
Arbeitswelt,arbeitswelt,die,Arbeitswelte,dativ,NOUN,trans.pdf,die Digitalisierung die Arbeitswelt nahezu FaD galrevlaizepS
Arbeitszeit,arbeitszeit,die,Arbeitszeite,dativ,NOUN,trans.pdf,die Folgenacht die Arbeitszeit en die Ansicht
Arbeitszeiten,arbeitszeiten,den,Arbeitszeitene,dativ,NOUN,trans.pdf,also an den Arbeitszeiten und orten und
Arbeitszeitmodell,arbeitszeitmodell,das,Arbeitszeitmodelle,dativ,NOUN,trans.pdf,Arbeitsmedizinerin nen das Arbeitszeitmodell e der Rhythmus
Arbeitszufriedenheit,arbeitszufriedenheit,der,Arbeitszufriedenheiten,dativ,NOUN,trans.pdf,im Bereich der Arbeitszufriedenheit habe ich mich
Architekten,architekten,den,Architektene,,NOUN,trans.pdf,Frage an den Architekten Herr Rohde inwieweit
archivieren,archivieren,,archivierene,dativ,NOUN,trans.pdf,zu sammeln zu archivieren und zur Benutzung
Archäologie,archäologie,die,Archäologien,,NOUN,trans.pdf,sixarP Werkstatt die Archäologie jüngst verstärkt die
Archäologiepark,archäologiepark,der,Archäologieparke,,NOUN,trans.pdf,Betreiberin nen der Archäologiepark s das Exemplar
archäologisch,archäologisch,,archäologische,,NOUN,trans.pdf,fernsteuerbar die Überwachung archäologisch die Website s
argumen,argumen,,argumene,akkusativ,NOUN,trans.pdf,verbüßen müssen Andere argumen tieren dass es
Argument,argument,das,Argumente,akkusativ,NOUN,trans.pdf,Licht betrachten das Argument e der Effekt
argumentativ,argumentativ,,argumentative,"akkusativ, dativ",NOUN,trans.pdf,freiheitlich der Meinungspluralismus argumentativ der Austausch die
argumentieren,argumentieren,,argumentierene,akkusativ,NOUN,trans.pdf,die Schläfchenliebhaberin nen argumentieren ein schlafen jedenfalls
Arm,arm,,Arme,,NOUN,trans.pdf,die Schere zwischen Arm und Reich die
Armut,armut,die,Armute,,NOUN,trans.pdf,der Wohlstand die Armut bedroht sein unhaltbar
Armutsrisiko,armutsrisiko,das,Armutsrisikoe,dativ,NOUN,trans.pdf,Gesundheitsversorgung ausschlaggebend das Armutsrisiko die Einkommensgruppe n
arrangieren,arrangieren,,arrangierene,,NOUN,trans.pdf,der Erziehungsratgeber bald arrangieren das Au-pair-Mädchen zweisprachig
Arten,arten,den,Artene,,NOUN,trans.pdf,Trennlinie zwischen den Arten ziehen Herr Bruns
artenreichsten,artenreichsten,den,artenreichstene,dativ,NOUN,trans.pdf,Europa zu den artenreichsten Landschaftstypen Zudem speichern
Artenschützer,artenschützer,,Artenschützern,,NOUN,trans.pdf,auch Natur und Artenschützer sein und noch
Artenvielfalt,artenvielfalt,die,Artenvielfalte,akkusativ,NOUN,trans.pdf,der Tierschutz die Artenvielfalt schrumpfen rasant erfassen
Artikel,artikel,einem,Artikeln,,NOUN,trans.pdf,neulich in einem Artikel geschrieben Zeiten die
Aspekt,aspekt,der,Aspekte,dativ,NOUN,trans.pdf,demnach wesentlich der Aspekt e das Stigma
Assistent,assistent,der,Assistente,dativ,NOUN,trans.pdf,Arbeitsanforderung en der Assistent en die Assistentin
Assistentin,assistentin,die,Assistentine,,NOUN,trans.pdf,Assistent en die Assistentin nen die Erledigung
assoziieren,assoziieren,,assoziierene,,NOUN,trans.pdf,e hervor bringen assoziieren scheinbar vertan genial
atemberaubenden,atemberaubenden,,atemberaubendene,"akkusativ, dativ",NOUN,trans.pdf,Technik und mit atemberaubenden Welt raumaufnahmen präsentiert
Atemluft,atemluft,die,Atemlufte,dativ,NOUN,trans.pdf,kann stündlich die Atemluft von Menschen filtern
Atemstärke,atemstärke,die,Atemstärken,,NOUN,trans.pdf,Singgruppe n die Atemstärke stabilisieren hochaltrig pflegebedürftig
Atlas,atlas,ein,Atlase,,NOUN,trans.pdf,der Welt ein Atlas des Franzosen Christian
atmen,atmen,,atmene,dativ,NOUN,trans.pdf,Haube n aus atmen das Lebenswerk e
atmige,atmige,,atmigen,,NOUN,trans.pdf,verzichtet auf lang atmige Beschreibungen ihm geht
Atmosphäre,atmosphäre,die,Atmosphären,dativ,NOUN,trans.pdf,Treibhausgas e die Atmosphäre der Treibhauseffekt verstärken
atmosphärische,atmosphärische,eine,atmosphärischen,dativ,NOUN,trans.pdf,Buch ist eine atmosphärische Mischung aus Krimi
attraktiv,attraktiv,,attraktive,,NOUN,trans.pdf,gemessen an DAT attraktiv die Anlagemöglichkeit en
Attraktivität,attraktivität,,Attraktivitäte,akkusativ,NOUN,trans.pdf,Stadtraum gewinnt an Attraktivität und Lebens wert
Au-pair-Mädchen,au-pair-mädchen,das,Au-pair-Mädchene,,NOUN,trans.pdf,bald arrangieren das Au-pair-Mädchen zweisprachig etwas ganz
Aufbau,aufbau,dem,Aufbaue,,NOUN,trans.pdf,Bibliothek und dem Aufbau eines On line-Lexikons
aufbe,aufbe,,aufben,"akkusativ, dativ",NOUN,trans.pdf,zur Gegenwart gesammelt aufbe wahrt und erforscht
Aufbereitung,aufbereitung,die,Aufbereitungen,akkusativ,NOUN,trans.pdf,machen an die Aufbereitung der Einfallsreichtum die
aufbricht,aufbricht,,aufbrichte,,NOUN,trans.pdf,eindämmt verkrustete Strukturen aufbricht und komplexe Hierarchien
aufeinandertreffen,aufeinandertreffen,,aufeinandertreffene,,NOUN,trans.pdf,Persönlichkeitstypen und Charaktere aufeinandertreffen die koordiniert werden
Aufenthalt,aufenthalt,der,Aufenthalte,,NOUN,trans.pdf,Gefängnissen ist der Aufenthalt in den beschriebenen
Aufenthaltsqualität,aufenthaltsqualität,die,Aufenthaltsqualitäte,"akkusativ, dativ",NOUN,trans.pdf,fühlt und die Aufenthaltsqualität mit Freiräumen steigt
auffallend,auffallend,,auffallende,,NOUN,trans.pdf,der Lebensstandard akzeptabel auffallend auftretend die Altersgruppe
Auffassung,auffassung,der,Auffassungen,,NOUN,trans.pdf,waren lange der Auffassung dass das Gedächtnis
auffällig,auffällig,,auffällige,,NOUN,trans.pdf,die Warnung en auffällig die Parallele n
Aufgabenteilung,aufgabenteilung,ein,Aufgabenteilungen,dativ,NOUN,trans.pdf,die Familienarbeit ein Aufgabenteilung ist noch immer
aufgebaut,aufgebaut,,aufgebaute,,NOUN,trans.pdf,sechsmal das Gefälle aufgebaut gitterartig das Straßennetz
aufgeben,aufgeben,,aufgebene,,NOUN,trans.pdf,die Tierhaltung komplett aufgeben müssten Ihre Begründung
aufgefallen,aufgefallen,,aufgefallene,,NOUN,trans.pdf,mir immer mehr aufgefallen wie viel Einfluss
aufgeklärt,aufgeklärt,,aufgeklärte,,NOUN,trans.pdf,über die Technologien aufgeklärt sind und die
aufgelaufen,aufgelaufen,,aufgelaufene,,NOUN,trans.pdf,auf ein Riff aufgelaufen war haben sich
aufgenommen,aufgenommen,,aufgenommene,,NOUN,trans.pdf,Behauptung denn damals aufgenommen Frau Witte Frau
aufgeschlossen,aufgeschlossen,,aufgeschlossene,"akkusativ, dativ",NOUN,trans.pdf,aber auch wie aufgeschlossen Joe Rogan gegenüber
aufgestiegene,aufgestiegene,,aufgestiegenen,dativ,NOUN,trans.pdf,Vorge setzten waren aufgestiegene Sachbearbeiter Sie hatten
aufgewachsen,aufgewachsen,,aufgewachsene,,NOUN,trans.pdf,das Videospiel e aufgewachsen das Stadtkind er
aufgezeigt,aufgezeigt,,aufgezeigte,,NOUN,trans.pdf,auch günstige Perspektiven aufgezeigt Noch ließe sich
aufgreifen,aufgreifen,,aufgreifene,,NOUN,trans.pdf,keinen meiner Vorschläge aufgreifen Da bin selbst
aufgrund,aufgrund,,aufgrunde,dativ,NOUN,trans.pdf,die Diskriminierung en aufgrund GEN die Zugehörigkeit
aufhalten,aufhalten,,aufhaltene,,NOUN,trans.pdf,sich unter ihresgleichen aufhalten Eltern soll ten
aufheizt,aufheizt,,aufheizte,,NOUN,trans.pdf,Molekül viel stärker aufheizt als Kohlendioxid Also
aufklären,aufklären,,aufklärene,,NOUN,trans.pdf,uns kurz darüber aufklären wie Feinstaub entsteht
Aufkommen,aufkommen,das,Aufkommene,,NOUN,trans.pdf,die Entstehung das Aufkommen entwerten verbreiten verwerfen
aufmerksam,aufmerksam,,aufmerksame,,NOUN,trans.pdf,das Selbstgespräch e aufmerksam machen auf AKK
aufmerksamen,aufmerksamen,,aufmerksamene,akkusativ,NOUN,trans.pdf,Sicht des durchschnittlich aufmerksamen Verbrauchers auf den
Aufmerksamkeits,aufmerksamkeits,die,Aufmerksamkeitse,,NOUN,trans.pdf,verbessert sowie die Aufmerksamkeits und Lernleistung gesteigert
aufnehmen,aufnehmen,,aufnehmene,akkusativ,NOUN,trans.pdf,biochemischen Prozess Feinstaub aufnehmen und für den
aufnimmt,aufnimmt,,aufnimmte,"akkusativ, dativ",NOUN,trans.pdf,ein Körper Nahrung aufnimmt und verarbeitet zum
aufrege,aufrege,,aufregen,,NOUN,trans.pdf,mich über ihn aufrege Wenn Sie mal
aufregen,aufregen,,aufregene,,NOUN,trans.pdf,Größe der Fenster aufregen wichtige Aspekte verloren
aufs,aufs,,aufse,,NOUN,trans.pdf,sich das auch aufs Kind Frau Bingel
Aufschieben,aufschieben,das,Aufschiebene,dativ,NOUN,trans.pdf,auf stellen das Aufschieben das Wundermittel die
aufseiten,aufseiten,,aufseitene,dativ,NOUN,trans.pdf,der größte Fehler aufseiten der Mitarbeitenden Herr
Aufstehen,aufstehen,das,Aufstehene,akkusativ,NOUN,trans.pdf,die Frühschicht das Aufstehen versäumen auf holen
Aufstieg,aufstieg,der,Aufstiege,,NOUN,trans.pdf,fein sozial der Aufstieg der Abstieg das
Aufstiegsmöglichkeiten,aufstiegsmöglichkeiten,die,Aufstiegsmöglichkeitene,,NOUN,trans.pdf,mangels GEN die Aufstiegsmöglichkeiten an gehören DAT
aufsuchen,aufsuchen,,aufsuchene,,NOUN,trans.pdf,im Kanton Solothurn aufsuchen und dort einen
auftretend,auftretend,,auftretende,,NOUN,trans.pdf,Lebensstandard akzeptabel auffallend auftretend die Altersgruppe n
Auftrieb,auftrieb,der,Auftriebe,,NOUN,trans.pdf,sixarP Werkstatt der Auftrieb an heben das
auftritt,auftritt,,auftritte,dativ,NOUN,trans.pdf,von Schein medikamenten auftritt Open Label Placebos
Aufwachsen,aufwachsen,das,Aufwachsene,,NOUN,trans.pdf,nen verkennen das Aufwachsen das Solo die
aufwerfen,aufwerfen,,aufwerfene,,NOUN,trans.pdf,sein und Probleme aufwerfen die die Lernenden
aufwirft,aufwirft,,aufwirfte,,NOUN,trans.pdf,die folgende Frage aufwirft Reicht die den
aufwächst,aufwächst,,aufwächste,dativ,NOUN,trans.pdf,von North Carolina aufwächst Die Marsch eine
aufzu,aufzu,,aufzue,dativ,NOUN,trans.pdf,dazu neigen Dinge aufzu schieben Versagt die
aufzugeben,aufzugeben,,aufzugebene,"akkusativ, dativ",NOUN,trans.pdf,Vorzüge der Stadt aufzugeben Dadurch dass viele
aufzuheizen,aufzuheizen,,aufzuheizene,dativ,NOUN,trans.pdf,und Verschwörungs theorien aufzuheizen das zeigt aber
aufzuhören,aufzuhören,,aufzuhörene,dativ,NOUN,trans.pdf,als ganz damit aufzuhören gerade wenn es
aufzunehmen,aufzunehmen,,aufzunehmene,dativ,NOUN,trans.pdf,besser darin Kohlendioxid aufzunehmen das sie zur
aufzusa,aufzusa,,aufzusae,dativ,NOUN,trans.pdf,aus zurechtgelegte Sprüche aufzusa gen Es geht
aufzuzeigen,aufzuzeigen,,aufzuzeigene,dativ,NOUN,trans.pdf,Geschichten der Objekte aufzuzeigen Denn in einer
Auge,auge,,Augen,,NOUN,trans.pdf,ein Dorn im Auge sein schmelzen desolat
augefeilt,augefeilt,,augefeilte,,NOUN,trans.pdf,das Landkind er augefeilt der Orientierungssinn der
Augenblick,augenblick,der,Augenblicke,,NOUN,trans.pdf,der Leerlauf der Augenblick e verknüpfen das
Augenhöhe,augenhöhe,,Augenhöhen,,NOUN,trans.pdf,heute aber auf Augenhöhe kommunizieren loben motivieren
augenscheinlich,augenscheinlich,,augenscheinliche,,NOUN,trans.pdf,die Personalberaterin nen augenscheinlich die Tatsache n
ausbauen,ausbauen,,ausbauene,dativ,NOUN,trans.pdf,Energien stär ker ausbauen keine Öl und
Ausbildung,ausbildung,eine,Ausbildungen,dativ,NOUN,trans.pdf,sie können eine Ausbildung absolvieren Arbeitserfahrungen sammeln
ausbreiteten,ausbreiteten,,ausbreitetene,dativ,NOUN,trans.pdf,und sich Gehölze ausbreiteten wurde die Nahrung
ausbricht,ausbricht,,ausbrichte,dativ,NOUN,trans.pdf,wirklich eine Rebellion ausbricht die am Ende
Ausdruck,ausdruck,,Ausdrucke,dativ,NOUN,trans.pdf,n einer Sache Ausdruck verleihen partizipatorisch der
Ausdrucksweise,ausdrucksweise,die,Ausdrucksweisen,dativ,NOUN,trans.pdf,verwurzelt sein die Ausdrucksweise n ein betonieren
Ausdrücke,ausdrücke,,Ausdrücken,"dativ, genitiv",NOUN,trans.pdf,Anzeige anstatt englischsprachiger Ausdrücke wie sponsored by
ausdrücklich,ausdrücklich,,ausdrückliche,dativ,NOUN,trans.pdf,Werkstatt buchstäblich real ausdrücklich volljährig nüchtern der
